run;lowBeta;highBeta;attention;velocity;currentLife;timestamp(s)
10;20427;3803;50;4,689984;3;13,51408
2;3291;4669;27;2,95;3;0,02
2;33651;22695;38;2,95;3;0,4892934
2;55181;100496;47;2,95;3;1,522071
2;6667;1260;34;2,95;3;2,504879
2;7083;6131;50;2,95;3;4,487039
2;9976;11932;51;2,95;3;5,45324
2;29064;11801;66;2,95;3;6,502688
2;25104;10251;56;4,179999;3;7,485419
2;12940;8608;50;2,95;3;10,46726
2;21154;48762;51;2,95;3;11,46661
2;1097;900;43;2,95;3;12,44954
2;22658;12921;47;2,95;3;13,48226
2;39499;30327;50;2,95;3;14,44863
3;18016;7926;50;4;3;0,02
3;14922;11514;50;4;3;0,1140925
3;22035;27449;44;4;3;0,564754
3;13075;15514;47;4;3;1,213382
3;56541;17730;50;4;3;2,19637
3;25590;22373;48;4;3;3,212387
3;34820;20214;47;4;3;4,195704
4;21583;12156;37;3,95;3;0,02
4;5287;3068;30;3,95;3;0,7352594
4;3073;1943;30;3,95;3;1,751365
4;1960;1155;20;3,95;3;2,684209
4;8707;6182;24;3,95;3;3,733593
4;29783;6990;11;3,95;3;4,699805
4;11789;8153;37;3,95;3;5,699173
4;7550;6275;38;3,95;3;6,715319
4;2168;5285;53;3,95;3;7,664825
4;40377;16336;63;3,95;3;8,647629
4;4442;2288;40;5,239999;3;9,680803
4;2510;13667;60;3,95;3;10,63011
4;3425;2033;40;3,95;3;11,62935
4;17215;6689;60;3,95;3;12,66225
4;9513;8058;84;3,95;3;13,64494
4;6342;2065;57;6,900011;3;14,611
4;14186;10587;80;3,95;3;15,62701
4;6504;5757;80;3,95;3;16,5767
4;4824;1691;50;3,95;3;17,59267
4;16420;7480;74;3,95;3;18,57554
4;6491;3480;66;5,199999;3;19,57498
4;4002;5849;84;7,639997;3;21,60733
4;6117;7649;91;10,49001;3;22,55663
4;13174;10098;94;13,59002;3;23,58968
4;36766;13519;87;16,49002;3;24,55558
4;4665;1998;50;19,58997;3;25,58842
4;4131;5640;48;16,59002;3;26,58777
4;1730;1525;34;13,79002;3;27,52064
4;6262;3561;53;10,64001;3;28,57006
4;2230;3699;74;7,689996;3;29,55278
4;2595;2973;66;8,850015;3;30,51913
4;7198;6331;77;10,07004;3;31,53504
4;4558;1775;63;11,31007;3;32,56785
4;13372;12217;78;13,63012;3;34,50023
4;8974;5028;78;14,85015;3;35,51654
4;7518;8346;90;16,01018;3;36,48238
4;1271;1405;63;19,11013;3;37,51524
4;4536;3008;27;20,02;3;38,46493
4;2139;6895;27;17,00005;3;39,46407
4;3471;7190;43;14,00005;3;40,46355
4;4864;10314;69;11,00004;3;41,4632
4;2611;3587;90;12,22007;3;42,47933
4;10851;5088;83;15,27008;3;43,49517
4;2097;973;41;20,05;3;45,4609
4;11479;7690;40;17,00005;3;46,46035
4;31870;16585;29;14,10005;3;47,42642
4;28672;29280;43;11,15004;3;48,40919
4;6391;17535;57;8,200031;3;49,39192
4;13807;6337;41;5,100019;3;50,42498
4;8301;6760;53;3,95;3;51,40799
4;4707;5804;54;3,95;3;52,40702
5;7127;7245;26;2,95;3;0,02
5;1545;2182;24;2,95;3;0,3586913
6;2511;1242;37;2,95;3;0,02
6;10628;16349;26;2,95;3;0,6813391
6;4078;4533;29;2,95;3;2,713691
6;9448;21229;38;2,95;3;3,663193
6;12571;7823;53;2,95;3;4,645974
6;7662;3537;51;2,95;3;5,695225
6;3972;11745;74;2,95;3;6,678162
6;6889;5649;78;4,139999;3;7,627792
6;4818;7904;84;5,379998;3;8,660494
